Date,Currency Pair,Type,Data,
4/30/93,USD/CAD,Nominal, 1.2621 ,
5/31/93,USD/CAD,Nominal, 1.2698 ,
6/30/93,USD/CAD,Nominal, 1.2789 ,
7/31/93,USD/CAD,Nominal, 1.2820 ,
8/31/93,USD/CAD,Nominal, 1.3080 ,
9/30/93,USD/CAD,Nominal, 1.3215 ,
10/31/93,USD/CAD,Nominal, 1.3263 ,
11/30/93,USD/CAD,Nominal, 1.3174 ,
12/31/93,USD/CAD,Nominal, 1.3308 ,
1/31/94,USD/CAD,Nominal, 1.3173 ,
2/28/94,USD/CAD,Nominal, 1.3424 ,
3/31/94,USD/CAD,Nominal, 1.3644 ,
4/30/94,USD/CAD,Nominal, 1.3830 ,
5/31/94,USD/CAD,Nominal, 1.3808 ,
6/30/94,USD/CAD,Nominal, 1.3836 ,
7/31/94,USD/CAD,Nominal, 1.3826 ,
8/31/94,USD/CAD,Nominal, 1.3783 ,
9/30/94,USD/CAD,Nominal, 1.3540 ,
10/31/94,USD/CAD,Nominal, 1.3503 ,
11/30/94,USD/CAD,Nominal, 1.3647 ,
12/31/94,USD/CAD,Nominal, 1.3893 ,
1/31/95,USD/CAD,Nominal, 1.4132 ,
2/28/95,USD/CAD,Nominal, 1.4005 ,
3/31/95,USD/CAD,Nominal, 1.4077 ,
4/30/95,USD/CAD,Nominal, 1.3762 ,
5/31/95,USD/CAD,Nominal, 1.3609 ,
6/30/95,USD/CAD,Nominal, 1.3775 ,
7/31/95,USD/CAD,Nominal, 1.3612 ,
8/31/95,USD/CAD,Nominal, 1.3552 ,
9/30/95,USD/CAD,Nominal, 1.3509 ,
10/31/95,USD/CAD,Nominal, 1.3458 ,
11/30/95,USD/CAD,Nominal, 1.3534 ,
12/31/95,USD/CAD,Nominal, 1.3693 ,
1/31/96,USD/CAD,Nominal, 1.3669 ,
2/29/96,USD/CAD,Nominal, 1.3752 ,
3/31/96,USD/CAD,Nominal, 1.3656 ,
4/30/96,USD/CAD,Nominal, 1.3592 ,
5/31/96,USD/CAD,Nominal, 1.3693 ,
6/30/96,USD/CAD,Nominal, 1.3658 ,
7/31/96,USD/CAD,Nominal, 1.3697 ,
8/31/96,USD/CAD,Nominal, 1.3722 ,
9/30/96,USD/CAD,Nominal, 1.3694 ,
10/31/96,USD/CAD,Nominal, 1.3508 ,
11/30/96,USD/CAD,Nominal, 1.3381 ,
12/31/96,USD/CAD,Nominal, 1.3622 ,
1/31/97,USD/CAD,Nominal, 1.3494 ,
2/28/97,USD/CAD,Nominal, 1.3556 ,
3/31/97,USD/CAD,Nominal, 1.3725 ,
4/30/97,USD/CAD,Nominal, 1.3942 ,
5/31/97,USD/CAD,Nominal, 1.3804 ,
6/30/97,USD/CAD,Nominal, 1.3843 ,
7/31/97,USD/CAD,Nominal, 1.3775 ,
8/31/97,USD/CAD,Nominal, 1.3905 ,
9/30/97,USD/CAD,Nominal, 1.3872 ,
10/31/97,USD/CAD,Nominal, 1.3869 ,
11/30/97,USD/CAD,Nominal, 1.4128 ,
12/31/97,USD/CAD,Nominal, 1.4271 ,
1/31/98,USD/CAD,Nominal, 1.4409 ,
2/28/98,USD/CAD,Nominal, 1.4334 ,
3/31/98,USD/CAD,Nominal, 1.4166 ,
4/30/98,USD/CAD,Nominal, 1.4298 ,
5/31/98,USD/CAD,Nominal, 1.4452 ,
6/30/98,USD/CAD,Nominal, 1.4655 ,
7/31/98,USD/CAD,Nominal, 1.4869 ,
8/31/98,USD/CAD,Nominal, 1.5346 ,
9/30/98,USD/CAD,Nominal, 1.5218 ,
10/31/98,USD/CAD,Nominal, 1.5452 ,
11/30/98,USD/CAD,Nominal, 1.5404 ,
12/31/98,USD/CAD,Nominal, 1.5433 ,
1/31/99,USD/CAD,Nominal, 1.5192 ,
2/28/99,USD/CAD,Nominal, 1.4971 ,
3/31/99,USD/CAD,Nominal, 1.5175 ,
4/30/99,USD/CAD,Nominal, 1.4874 ,
5/31/99,USD/CAD,Nominal, 1.4619 ,
6/30/99,USD/CAD,Nominal, 1.4690 ,
7/31/99,USD/CAD,Nominal, 1.4885 ,
8/31/99,USD/CAD,Nominal, 1.4924 ,
9/30/99,USD/CAD,Nominal, 1.4768 ,
10/31/99,USD/CAD,Nominal, 1.4775 ,
11/30/99,USD/CAD,Nominal, 1.4676 ,
12/31/99,USD/CAD,Nominal, 1.4731 ,
1/31/00,USD/CAD,Nominal, 1.4491 ,
2/29/00,USD/CAD,Nominal, 1.4514 ,
3/31/00,USD/CAD,Nominal, 1.4600 ,
4/30/00,USD/CAD,Nominal, 1.4672 ,
5/31/00,USD/CAD,Nominal, 1.4936 ,
6/30/00,USD/CAD,Nominal, 1.4773 ,
7/31/00,USD/CAD,Nominal, 1.4773 ,
8/31/00,USD/CAD,Nominal, 1.4821 ,
9/30/00,USD/CAD,Nominal, 1.4838 ,
10/31/00,USD/CAD,Nominal, 1.5111 ,
11/30/00,USD/CAD,Nominal, 1.5424 ,
12/31/00,USD/CAD,Nominal, 1.5236 ,
1/31/01,USD/CAD,Nominal, 1.5028 ,
2/28/01,USD/CAD,Nominal, 1.5215 ,
3/31/01,USD/CAD,Nominal, 1.5574 ,
4/30/01,USD/CAD,Nominal, 1.5603 ,
5/31/01,USD/CAD,Nominal, 1.5411 ,
6/30/01,USD/CAD,Nominal, 1.5255 ,
7/31/01,USD/CAD,Nominal, 1.5283 ,
8/31/01,USD/CAD,Nominal, 1.5382 ,
9/30/01,USD/CAD,Nominal, 1.5656 ,
10/31/01,USD/CAD,Nominal, 1.5703 ,
11/30/01,USD/CAD,Nominal, 1.5935 ,
12/31/01,USD/CAD,Nominal, 1.5779 ,
1/31/02,USD/CAD,Nominal, 1.5998 ,
2/28/02,USD/CAD,Nominal, 1.5955 ,
3/31/02,USD/CAD,Nominal, 1.5872 ,
4/30/02,USD/CAD,Nominal, 1.5826 ,
5/31/02,USD/CAD,Nominal, 1.5506 ,
6/30/02,USD/CAD,Nominal, 1.5317 ,
7/31/02,USD/CAD,Nominal, 1.5416 ,
8/31/02,USD/CAD,Nominal, 1.5699 ,
9/30/02,USD/CAD,Nominal, 1.5736 ,
10/31/02,USD/CAD,Nominal, 1.5791 ,
11/30/02,USD/CAD,Nominal, 1.5726 ,
12/31/02,USD/CAD,Nominal, 1.5602 ,
1/31/03,USD/CAD,Nominal, 1.5425 ,
2/28/03,USD/CAD,Nominal, 1.5137 ,
3/31/03,USD/CAD,Nominal, 1.4773 ,
4/30/03,USD/CAD,Nominal, 1.4574 ,
5/31/03,USD/CAD,Nominal, 1.3873 ,
6/30/03,USD/CAD,Nominal, 1.3513 ,
7/31/03,USD/CAD,Nominal, 1.3765 ,
8/31/03,USD/CAD,Nominal, 1.3972 ,
9/30/03,USD/CAD,Nominal, 1.3666 ,
10/31/03,USD/CAD,Nominal, 1.3238 ,
11/30/03,USD/CAD,Nominal, 1.3128 ,
12/31/03,USD/CAD,Nominal, 1.3167 ,
1/31/04,USD/CAD,Nominal, 1.2965 ,
2/29/04,USD/CAD,Nominal, 1.3296 ,
3/31/04,USD/CAD,Nominal, 1.3291 ,
4/30/04,USD/CAD,Nominal, 1.3336 ,
5/31/04,USD/CAD,Nominal, 1.3768 ,
6/30/04,USD/CAD,Nominal, 1.3596 ,
7/31/04,USD/CAD,Nominal, 1.3225 ,
8/31/04,USD/CAD,Nominal, 1.3145 ,
9/30/04,USD/CAD,Nominal, 1.2858 ,
10/31/04,USD/CAD,Nominal, 1.2498 ,
11/30/04,USD/CAD,Nominal, 1.1971 ,
12/31/04,USD/CAD,Nominal, 1.2148 ,
1/31/05,USD/CAD,Nominal, 1.2123 ,
2/28/05,USD/CAD,Nominal, 1.2403 ,
3/31/05,USD/CAD,Nominal, 1.2171 ,
4/30/05,USD/CAD,Nominal, 1.2334 ,
5/31/05,USD/CAD,Nominal, 1.2565 ,
6/30/05,USD/CAD,Nominal, 1.2414 ,
7/31/05,USD/CAD,Nominal, 1.2237 ,
8/31/05,USD/CAD,Nominal, 1.2062 ,
9/30/05,USD/CAD,Nominal, 1.1797 ,
10/31/05,USD/CAD,Nominal, 1.1770 ,
11/30/05,USD/CAD,Nominal, 1.1821 ,
12/31/05,USD/CAD,Nominal, 1.1615 ,
1/31/06,USD/CAD,Nominal, 1.1584 ,
2/28/06,USD/CAD,Nominal, 1.1495 ,
3/31/06,USD/CAD,Nominal, 1.1556 ,
4/30/06,USD/CAD,Nominal, 1.1456 ,
5/31/06,USD/CAD,Nominal, 1.1101 ,
6/30/06,USD/CAD,Nominal, 1.1156 ,
7/31/06,USD/CAD,Nominal, 1.1268 ,
8/31/06,USD/CAD,Nominal, 1.1209 ,
9/30/06,USD/CAD,Nominal, 1.1156 ,
10/31/06,USD/CAD,Nominal, 1.1271 ,
11/30/06,USD/CAD,Nominal, 1.1353 ,
12/31/06,USD/CAD,Nominal, 1.1528 ,
1/31/07,USD/CAD,Nominal, 1.1746 ,
2/28/07,USD/CAD,Nominal, 1.1714 ,
3/31/07,USD/CAD,Nominal, 1.1696 ,
4/30/07,USD/CAD,Nominal, 1.1378 ,
5/31/07,USD/CAD,Nominal, 1.0975 ,
6/30/07,USD/CAD,Nominal, 1.0658 ,
7/31/07,USD/CAD,Nominal, 1.0506 ,
8/31/07,USD/CAD,Nominal, 1.0590 ,
9/30/07,USD/CAD,Nominal, 1.0293 ,
10/31/07,USD/CAD,Nominal, 0.9779 ,
11/30/07,USD/CAD,Nominal, 0.9632 ,
12/31/07,USD/CAD,Nominal, 1.0022 ,
1/31/08,USD/CAD,Nominal, 1.0103 ,
2/29/08,USD/CAD,Nominal, 1.0025 ,
3/31/08,USD/CAD,Nominal, 0.9993 ,
4/30/08,USD/CAD,Nominal, 1.0142 ,
5/31/08,USD/CAD,Nominal, 1.0016 ,
6/30/08,USD/CAD,Nominal, 1.0152 ,
7/31/08,USD/CAD,Nominal, 1.0128 ,
8/31/08,USD/CAD,Nominal, 1.0506 ,
9/30/08,USD/CAD,Nominal, 1.0593 ,
10/31/08,USD/CAD,Nominal, 1.1694 ,
11/30/08,USD/CAD,Nominal, 1.2193 ,
12/31/08,USD/CAD,Nominal, 1.2324 ,
1/31/09,USD/CAD,Nominal, 1.2261 ,
2/28/09,USD/CAD,Nominal, 1.2417 ,
3/31/09,USD/CAD,Nominal, 1.2631 ,
4/30/09,USD/CAD,Nominal, 1.2269 ,
5/31/09,USD/CAD,Nominal, 1.1539 ,
6/30/09,USD/CAD,Nominal, 1.1230 ,
7/31/09,USD/CAD,Nominal, 1.1277 ,
8/31/09,USD/CAD,Nominal, 1.0875 ,
9/30/09,USD/CAD,Nominal, 1.0827 ,
10/31/09,USD/CAD,Nominal, 1.0543 ,
11/30/09,USD/CAD,Nominal, 1.0624 ,
12/31/09,USD/CAD,Nominal, 1.0554 ,
1/31/10,USD/CAD,Nominal, 1.0443 ,
2/28/10,USD/CAD,Nominal, 1.0565 ,
3/31/10,USD/CAD,Nominal, 1.0240 ,
4/30/10,USD/CAD,Nominal, 1.0056 ,
5/31/10,USD/CAD,Nominal, 1.0402 ,
6/30/10,USD/CAD,Nominal, 1.0380 ,
7/31/10,USD/CAD,Nominal, 1.0453 ,
8/31/10,USD/CAD,Nominal, 1.0399 ,
9/30/10,USD/CAD,Nominal, 1.0347 ,
10/31/10,USD/CAD,Nominal, 1.0183 ,
11/30/10,USD/CAD,Nominal, 1.0125 ,
12/31/10,USD/CAD,Nominal, 1.0086 ,
1/31/11,USD/CAD,Nominal, 0.9940 ,
2/28/11,USD/CAD,Nominal, 0.9881 ,
3/31/11,USD/CAD,Nominal, 0.9770 ,
4/30/11,USD/CAD,Nominal, 0.9586 ,
5/31/11,USD/CAD,Nominal, 0.9677 ,
6/30/11,USD/CAD,Nominal, 0.9787 ,
7/31/11,USD/CAD,Nominal, 0.9559 ,
8/31/11,USD/CAD,Nominal, 0.9822 ,
9/30/11,USD/CAD,Nominal, 0.9995 ,
10/31/11,USD/CAD,Nominal, 1.0235 ,
11/30/11,USD/CAD,Nominal, 1.0248 ,
12/31/11,USD/CAD,Nominal, 1.0236 ,
1/31/12,USD/CAD,Nominal, 1.0164 ,
2/29/12,USD/CAD,Nominal, 0.9978 ,
3/31/12,USD/CAD,Nominal, 0.9932 ,
4/30/12,USD/CAD,Nominal, 0.9943 ,
5/31/12,USD/CAD,Nominal, 1.0094 ,
6/30/12,USD/CAD,Nominal, 1.0278 ,
7/31/12,USD/CAD,Nominal, 1.0140 ,
8/31/12,USD/CAD,Nominal, 0.9934 ,
9/30/12,USD/CAD,Nominal, 0.9790 ,
10/31/12,USD/CAD,Nominal, 0.9860 ,
11/30/12,USD/CAD,Nominal, 0.9977 ,
12/31/12,USD/CAD,Nominal, 0.9905 ,
1/31/13,USD/CAD,Nominal, 0.9922 ,
2/28/13,USD/CAD,Nominal, 1.0080 ,
3/31/13,USD/CAD,Nominal, 1.0243 ,
4/30/13,USD/CAD,Nominal, 1.0186 ,
5/31/13,USD/CAD,Nominal, 1.0193 ,
6/30/13,USD/CAD,Nominal, 1.0318 ,
7/31/13,USD/CAD,Nominal, 1.0415 ,
8/31/13,USD/CAD,Nominal, 1.0393 ,
9/30/13,USD/CAD,Nominal, 1.0366 ,
10/31/13,USD/CAD,Nominal, 1.0355 ,
11/30/13,USD/CAD,Nominal, 1.0482 ,
12/31/13,USD/CAD,Nominal, 1.0639 ,
1/31/14,USD/CAD,Nominal, 1.0904 ,
2/28/14,USD/CAD,Nominal, 1.1056 ,
3/31/14,USD/CAD,Nominal, 1.1107 ,
4/30/14,USD/CAD,Nominal, 1.0997 ,
5/31/14,USD/CAD,Nominal, 1.0895 ,
6/30/14,USD/CAD,Nominal, 1.0829 ,
7/31/14,USD/CAD,Nominal, 1.0727 ,
8/31/14,USD/CAD,Nominal, 1.0922 ,
9/30/14,USD/CAD,Nominal, 1.0998 ,
10/31/14,USD/CAD,Nominal, 1.1221 ,
11/30/14,USD/CAD,Nominal, 1.1318 ,
12/31/14,USD/CAD,Nominal, 1.1541 ,
1/31/15,USD/CAD,Nominal, 1.2099 ,
2/28/15,USD/CAD,Nominal, 1.2516 ,
3/31/15,USD/CAD,Nominal, 1.2615 ,
4/30/15,USD/CAD,Nominal, 1.2364 ,
5/31/15,USD/CAD,Nominal, 1.2177 ,
6/30/15,USD/CAD,Nominal, 1.2357 ,
7/31/15,USD/CAD,Nominal, 1.2825 ,
8/31/15,USD/CAD,Nominal, 1.3142 ,
9/30/15,USD/CAD,Nominal, 1.3262 ,
10/31/15,USD/CAD,Nominal, 1.3070 ,
11/30/15,USD/CAD,Nominal, 1.3281 ,
12/31/15,USD/CAD,Nominal, 1.3701 ,
1/31/16,USD/CAD,Nominal, 1.4180 ,
2/29/16,USD/CAD,Nominal, 1.3804 ,
3/31/16,USD/CAD,Nominal, 1.3239 ,
4/30/16,USD/CAD,Nominal, 1.2839 ,
5/31/16,USD/CAD,Nominal, 1.2931 ,
6/30/16,USD/CAD,Nominal, 1.2901 ,
7/31/16,USD/CAD,Nominal, 1.3032 ,
8/31/16,USD/CAD,Nominal, 1.2996 ,
9/30/16,USD/CAD,Nominal, 1.3105 ,
10/31/16,USD/CAD,Nominal, 1.3243 ,
11/30/16,USD/CAD,Nominal, 1.3458 ,
12/31/16,USD/CAD,Nominal, 1.3348 ,
1/31/17,USD/CAD,Nominal, 1.3212 ,
2/28/17,USD/CAD,Nominal, 1.3100 ,
3/31/17,USD/CAD,Nominal, 1.3389 ,
4/30/17,USD/CAD,Nominal, 1.3444 ,
5/31/17,USD/CAD,Nominal, 1.3595 ,
6/30/17,USD/CAD,Nominal, 1.3317 ,
7/31/17,USD/CAD,Nominal, 1.2697 ,
8/31/17,USD/CAD,Nominal, 1.2609 ,
9/30/17,USD/CAD,Nominal, 1.2290 ,
10/31/17,USD/CAD,Nominal, 1.2606 ,
11/30/17,USD/CAD,Nominal, 1.2759 ,
12/31/17,USD/CAD,Nominal, 1.2757 ,
1/31/18,USD/CAD,Nominal, 1.2434 ,
2/28/18,USD/CAD,Nominal, 1.2576 ,
3/31/18,USD/CAD,Nominal, 1.2929 ,
4/30/18,USD/CAD,Nominal, 1.2745 ,
5/31/18,USD/CAD,Nominal, 1.2872 ,
6/30/18,USD/CAD,Nominal, 1.3124 ,
1/31/90,USD/CHF,Nominal, 1.5175 ,
2/28/90,USD/CHF,Nominal, 1.4879 ,
3/31/90,USD/CHF,Nominal, 1.5133 ,
4/30/90,USD/CHF,Nominal, 1.4866 ,
5/31/90,USD/CHF,Nominal, 1.4198 ,
6/30/90,USD/CHF,Nominal, 1.4250 ,
7/31/90,USD/CHF,Nominal, 1.3924 ,
8/31/90,USD/CHF,Nominal, 1.3076 ,
9/30/90,USD/CHF,Nominal, 1.3069 ,
10/31/90,USD/CHF,Nominal, 1.2818 ,
11/30/90,USD/CHF,Nominal, 1.2569 ,
12/31/90,USD/CHF,Nominal, 1.2814 ,
1/31/91,USD/CHF,Nominal, 1.2714 ,
2/28/91,USD/CHF,Nominal, 1.2685 ,
3/31/91,USD/CHF,Nominal, 1.3918 ,
4/30/91,USD/CHF,Nominal, 1.4399 ,
5/31/91,USD/CHF,Nominal, 1.4574 ,
6/30/91,USD/CHF,Nominal, 1.5297 ,
7/31/91,USD/CHF,Nominal, 1.5481 ,
8/31/91,USD/CHF,Nominal, 1.5201 ,
9/30/91,USD/CHF,Nominal, 1.4803 ,
10/31/91,USD/CHF,Nominal, 1.4781 ,
11/30/91,USD/CHF,Nominal, 1.4348 ,
12/31/91,USD/CHF,Nominal, 1.3855 ,
1/31/92,USD/CHF,Nominal, 1.4039 ,
2/29/92,USD/CHF,Nominal, 1.4561 ,
3/31/92,USD/CHF,Nominal, 1.5094 ,
4/30/92,USD/CHF,Nominal, 1.5194 ,
5/31/92,USD/CHF,Nominal, 1.4907 ,
6/30/92,USD/CHF,Nominal, 1.4250 ,
7/31/92,USD/CHF,Nominal, 1.3347 ,
8/31/92,USD/CHF,Nominal, 1.2966 ,
9/30/92,USD/CHF,Nominal, 1.2780 ,
10/31/92,USD/CHF,Nominal, 1.3176 ,
11/30/92,USD/CHF,Nominal, 1.4291 ,
12/31/92,USD/CHF,Nominal, 1.4219 ,
1/31/93,USD/CHF,Nominal, 1.4774 ,
2/28/93,USD/CHF,Nominal, 1.5178 ,
3/31/93,USD/CHF,Nominal, 1.5206 ,
4/30/93,USD/CHF,Nominal, 1.4599 ,
5/31/93,USD/CHF,Nominal, 1.4504 ,
6/30/93,USD/CHF,Nominal, 1.4769 ,
7/31/93,USD/CHF,Nominal, 1.5147 ,
8/31/93,USD/CHF,Nominal, 1.4966 ,
9/30/93,USD/CHF,Nominal, 1.4182 ,
10/31/93,USD/CHF,Nominal, 1.4432 ,
11/30/93,USD/CHF,Nominal, 1.4969 ,
12/31/93,USD/CHF,Nominal, 1.4634 ,
1/31/94,USD/CHF,Nominal, 1.4716 ,
2/28/94,USD/CHF,Nominal, 1.4565 ,
3/31/94,USD/CHF,Nominal, 1.4292 ,
4/30/94,USD/CHF,Nominal, 1.4383 ,
5/31/94,USD/CHF,Nominal, 1.4125 ,
6/30/94,USD/CHF,Nominal, 1.3727 ,
7/31/94,USD/CHF,Nominal, 1.3239 ,
8/31/94,USD/CHF,Nominal, 1.3184 ,
9/30/94,USD/CHF,Nominal, 1.2892 ,
10/31/94,USD/CHF,Nominal, 1.2648 ,
11/30/94,USD/CHF,Nominal, 1.2956 ,
12/31/94,USD/CHF,Nominal, 1.3289 ,
1/31/95,USD/CHF,Nominal, 1.2863 ,
2/28/95,USD/CHF,Nominal, 1.2715 ,
3/31/95,USD/CHF,Nominal, 1.1709 ,
4/30/95,USD/CHF,Nominal, 1.1384 ,
5/31/95,USD/CHF,Nominal, 1.1693 ,
6/30/95,USD/CHF,Nominal, 1.1588 ,
7/31/95,USD/CHF,Nominal, 1.1556 ,
8/31/95,USD/CHF,Nominal, 1.1962 ,
9/30/95,USD/CHF,Nominal, 1.1868 ,
10/31/95,USD/CHF,Nominal, 1.1453 ,
11/30/95,USD/CHF,Nominal, 1.1437 ,
12/31/95,USD/CHF,Nominal, 1.1631 ,
1/31/96,USD/CHF,Nominal, 1.1818 ,
2/29/96,USD/CHF,Nominal, 1.1967 ,
3/31/96,USD/CHF,Nominal, 1.1959 ,
4/30/96,USD/CHF,Nominal, 1.2180 ,
5/31/96,USD/CHF,Nominal, 1.2539 ,
6/30/96,USD/CHF,Nominal, 1.2579 ,
7/31/96,USD/CHF,Nominal, 1.2320 ,
8/31/96,USD/CHF,Nominal, 1.2029 ,
9/30/96,USD/CHF,Nominal, 1.2343 ,
10/31/96,USD/CHF,Nominal, 1.2586 ,
11/30/96,USD/CHF,Nominal, 1.2752 ,
12/31/96,USD/CHF,Nominal, 1.3290 ,
1/31/97,USD/CHF,Nominal, 1.3913 ,
2/28/97,USD/CHF,Nominal, 1.4541 ,
3/31/97,USD/CHF,Nominal, 1.4634 ,
4/30/97,USD/CHF,Nominal, 1.4618 ,
5/31/97,USD/CHF,Nominal, 1.4331 ,
6/30/97,USD/CHF,Nominal, 1.4424 ,
7/31/97,USD/CHF,Nominal, 1.4824 ,
8/31/97,USD/CHF,Nominal, 1.5128 ,
9/30/97,USD/CHF,Nominal, 1.4702 ,
10/31/97,USD/CHF,Nominal, 1.4516 ,
11/30/97,USD/CHF,Nominal, 1.4069 ,
12/31/97,USD/CHF,Nominal, 1.4393 ,
1/31/98,USD/CHF,Nominal, 1.4748 ,
2/28/98,USD/CHF,Nominal, 1.4631 ,
3/31/98,USD/CHF,Nominal, 1.4901 ,
4/30/98,USD/CHF,Nominal, 1.5051 ,
5/31/98,USD/CHF,Nominal, 1.4790 ,
6/30/98,USD/CHF,Nominal, 1.4949 ,
7/31/98,USD/CHF,Nominal, 1.5136 ,
8/31/98,USD/CHF,Nominal, 1.4933 ,
9/30/98,USD/CHF,Nominal, 1.4000 ,
10/31/98,USD/CHF,Nominal, 1.3373 ,
11/30/98,USD/CHF,Nominal, 1.3852 ,
12/31/98,USD/CHF,Nominal, 1.3604 ,
1/31/99,USD/CHF,Nominal, 1.3854 ,
2/28/99,USD/CHF,Nominal, 1.4265 ,
3/31/99,USD/CHF,Nominal, 1.4654 ,
4/30/99,USD/CHF,Nominal, 1.4978 ,
5/31/99,USD/CHF,Nominal, 1.5087 ,
6/30/99,USD/CHF,Nominal, 1.5372 ,
7/31/99,USD/CHF,Nominal, 1.5475 ,
8/31/99,USD/CHF,Nominal, 1.5098 ,
9/30/99,USD/CHF,Nominal, 1.5260 ,
10/31/99,USD/CHF,Nominal, 1.4890 ,
11/30/99,USD/CHF,Nominal, 1.5547 ,
12/31/99,USD/CHF,Nominal, 1.5834 ,
1/31/00,USD/CHF,Nominal, 1.5910 ,
2/29/00,USD/CHF,Nominal, 1.6335 ,
3/31/00,USD/CHF,Nominal, 1.6629 ,
4/30/00,USD/CHF,Nominal, 1.6627 ,
5/31/00,USD/CHF,Nominal, 1.7152 ,
6/30/00,USD/CHF,Nominal, 1.6439 ,
7/31/00,USD/CHF,Nominal, 1.6494 ,
8/31/00,USD/CHF,Nominal, 1.7126 ,
9/30/00,USD/CHF,Nominal, 1.7558 ,
10/31/00,USD/CHF,Nominal, 1.7687 ,
11/30/00,USD/CHF,Nominal, 1.7779 ,
12/31/00,USD/CHF,Nominal, 1.6829 ,
1/31/01,USD/CHF,Nominal, 1.6283 ,
2/28/01,USD/CHF,Nominal, 1.6675 ,
3/31/01,USD/CHF,Nominal, 1.6885 ,
4/30/01,USD/CHF,Nominal, 1.7127 ,
5/31/01,USD/CHF,Nominal, 1.7500 ,
6/30/01,USD/CHF,Nominal, 1.7845 ,
7/31/01,USD/CHF,Nominal, 1.7619 ,
8/31/01,USD/CHF,Nominal, 1.6823 ,
9/30/01,USD/CHF,Nominal, 1.6368 ,
10/31/01,USD/CHF,Nominal, 1.6337 ,
11/30/01,USD/CHF,Nominal, 1.6512 ,
12/31/01,USD/CHF,Nominal, 1.6541 ,
1/31/02,USD/CHF,Nominal, 1.6677 ,
2/28/02,USD/CHF,Nominal, 1.6983 ,
3/31/02,USD/CHF,Nominal, 1.6758 ,
4/30/02,USD/CHF,Nominal, 1.6557 ,
5/31/02,USD/CHF,Nominal, 1.5894 ,
6/30/02,USD/CHF,Nominal, 1.5416 ,
7/31/02,USD/CHF,Nominal, 1.4717 ,
8/31/02,USD/CHF,Nominal, 1.4963 ,
9/30/02,USD/CHF,Nominal, 1.4953 ,
10/31/02,USD/CHF,Nominal, 1.4920 ,
11/30/02,USD/CHF,Nominal, 1.4640 ,
12/31/02,USD/CHF,Nominal, 1.4456 ,
1/31/03,USD/CHF,Nominal, 1.3785 ,
2/28/03,USD/CHF,Nominal, 1.3609 ,
3/31/03,USD/CHF,Nominal, 1.3605 ,
4/30/03,USD/CHF,Nominal, 1.3801 ,
5/31/03,USD/CHF,Nominal, 1.3141 ,
6/30/03,USD/CHF,Nominal, 1.3164 ,
7/31/03,USD/CHF,Nominal, 1.3571 ,
8/31/03,USD/CHF,Nominal, 1.3808 ,
9/30/03,USD/CHF,Nominal, 1.3802 ,
10/31/03,USD/CHF,Nominal, 1.3208 ,
11/30/03,USD/CHF,Nominal, 1.3314 ,
12/31/03,USD/CHF,Nominal, 1.2675 ,
1/31/04,USD/CHF,Nominal, 1.2417 ,
2/29/04,USD/CHF,Nominal, 1.2470 ,
3/31/04,USD/CHF,Nominal, 1.2757 ,
4/30/04,USD/CHF,Nominal, 1.2934 ,
5/31/04,USD/CHF,Nominal, 1.2846 ,
6/30/04,USD/CHF,Nominal, 1.2489 ,
7/31/04,USD/CHF,Nominal, 1.2440 ,
8/31/04,USD/CHF,Nominal, 1.2633 ,
9/30/04,USD/CHF,Nominal, 1.2585 ,
10/31/04,USD/CHF,Nominal, 1.2356 ,
11/30/04,USD/CHF,Nominal, 1.1719 ,
12/31/04,USD/CHF,Nominal, 1.1436 ,
1/31/05,USD/CHF,Nominal, 1.1647 ,
2/28/05,USD/CHF,Nominal, 1.1932 ,
3/31/05,USD/CHF,Nominal, 1.1740 ,
4/30/05,USD/CHF,Nominal, 1.1956 ,
5/31/05,USD/CHF,Nominal, 1.2172 ,
6/30/05,USD/CHF,Nominal, 1.2645 ,
7/31/05,USD/CHF,Nominal, 1.2956 ,
8/31/05,USD/CHF,Nominal, 1.2628 ,
9/30/05,USD/CHF,Nominal, 1.2632 ,
10/31/05,USD/CHF,Nominal, 1.2875 ,
11/30/05,USD/CHF,Nominal, 1.3096 ,
12/31/05,USD/CHF,Nominal, 1.3054 ,
1/31/06,USD/CHF,Nominal, 1.2799 ,
2/28/06,USD/CHF,Nominal, 1.3044 ,
3/31/06,USD/CHF,Nominal, 1.3053 ,
4/30/06,USD/CHF,Nominal, 1.2850 ,
5/31/06,USD/CHF,Nominal, 1.2194 ,
6/30/06,USD/CHF,Nominal, 1.2338 ,
7/31/06,USD/CHF,Nominal, 1.2350 ,
8/31/06,USD/CHF,Nominal, 1.2326 ,
9/30/06,USD/CHF,Nominal, 1.2432 ,
10/31/06,USD/CHF,Nominal, 1.2599 ,
11/30/06,USD/CHF,Nominal, 1.2363 ,
12/31/06,USD/CHF,Nominal, 1.2098 ,
1/31/07,USD/CHF,Nominal, 1.2429 ,
2/28/07,USD/CHF,Nominal, 1.2415 ,
3/31/07,USD/CHF,Nominal, 1.2183 ,
4/30/07,USD/CHF,Nominal, 1.2125 ,
5/31/07,USD/CHF,Nominal, 1.2218 ,
6/30/07,USD/CHF,Nominal, 1.2338 ,
7/31/07,USD/CHF,Nominal, 1.2079 ,
8/31/07,USD/CHF,Nominal, 1.2031 ,
9/30/07,USD/CHF,Nominal, 1.1869 ,
10/31/07,USD/CHF,Nominal, 1.1744 ,
