Date,Currency Pair,Type,Data,
1/31/90,USD/AUD,Nominal, 1.2806 ,
2/28/90,USD/AUD,Nominal, 1.3171 ,
3/31/90,USD/AUD,Nominal, 1.3235 ,
4/30/90,USD/AUD,Nominal, 1.3096 ,
5/31/90,USD/AUD,Nominal, 1.3140 ,
6/30/90,USD/AUD,Nominal, 1.2838 ,
7/31/90,USD/AUD,Nominal, 1.2647 ,
8/31/90,USD/AUD,Nominal, 1.2370 ,
9/30/90,USD/AUD,Nominal, 1.2120 ,
10/31/90,USD/AUD,Nominal, 1.2501 ,
11/30/90,USD/AUD,Nominal, 1.2939 ,
12/31/90,USD/AUD,Nominal, 1.2984 ,
1/31/91,USD/AUD,Nominal, 1.2832 ,
2/28/91,USD/AUD,Nominal, 1.2763 ,
3/31/91,USD/AUD,Nominal, 1.2969 ,
4/30/91,USD/AUD,Nominal, 1.2830 ,
5/31/91,USD/AUD,Nominal, 1.2918 ,
6/30/91,USD/AUD,Nominal, 1.3162 ,
7/31/91,USD/AUD,Nominal, 1.2961 ,
8/31/91,USD/AUD,Nominal, 1.2782 ,
9/30/91,USD/AUD,Nominal, 1.2600 ,
10/31/91,USD/AUD,Nominal, 1.2619 ,
11/30/91,USD/AUD,Nominal, 1.2713 ,
12/31/91,USD/AUD,Nominal, 1.2968 ,
1/31/92,USD/AUD,Nominal, 1.3378 ,
2/29/92,USD/AUD,Nominal, 1.3302 ,
3/31/92,USD/AUD,Nominal, 1.3182 ,
4/30/92,USD/AUD,Nominal, 1.3117 ,
5/31/92,USD/AUD,Nominal, 1.3230 ,
6/30/92,USD/AUD,Nominal, 1.3235 ,
7/31/92,USD/AUD,Nominal, 1.3422 ,
8/31/92,USD/AUD,Nominal, 1.3800 ,
9/30/92,USD/AUD,Nominal, 1.3841 ,
10/31/92,USD/AUD,Nominal, 1.3992 ,
11/30/92,USD/AUD,Nominal, 1.4497 ,
12/31/92,USD/AUD,Nominal, 1.4499 ,
1/31/93,USD/AUD,Nominal, 1.4860 ,
2/28/93,USD/AUD,Nominal, 1.4645 ,
3/31/93,USD/AUD,Nominal, 1.4130 ,
4/30/93,USD/AUD,Nominal, 1.4055 ,
5/31/93,USD/AUD,Nominal, 1.4316 ,
6/30/93,USD/AUD,Nominal, 1.4817 ,
7/31/93,USD/AUD,Nominal, 1.4753 ,
8/31/93,USD/AUD,Nominal, 1.4765 ,
9/30/93,USD/AUD,Nominal, 1.5346 ,
10/31/93,USD/AUD,Nominal, 1.5131 ,
11/30/93,USD/AUD,Nominal, 1.5047 ,
12/31/93,USD/AUD,Nominal, 1.4846 ,
1/31/94,USD/AUD,Nominal, 1.4369 ,
2/28/94,USD/AUD,Nominal, 1.3965 ,
3/31/94,USD/AUD,Nominal, 1.4068 ,
4/30/94,USD/AUD,Nominal, 1.3974 ,
5/31/94,USD/AUD,Nominal, 1.3808 ,
6/30/94,USD/AUD,Nominal, 1.3645 ,
7/31/94,USD/AUD,Nominal, 1.3623 ,
8/31/94,USD/AUD,Nominal, 1.3512 ,
9/30/94,USD/AUD,Nominal, 1.3477 ,
10/31/94,USD/AUD,Nominal, 1.3553 ,
11/30/94,USD/AUD,Nominal, 1.3248 ,
12/31/94,USD/AUD,Nominal, 1.2922 ,
1/31/95,USD/AUD,Nominal, 1.3078 ,
2/28/95,USD/AUD,Nominal, 1.3429 ,
3/31/95,USD/AUD,Nominal, 1.3616 ,
4/30/95,USD/AUD,Nominal, 1.3594 ,
5/31/95,USD/AUD,Nominal, 1.3754 ,
6/30/95,USD/AUD,Nominal, 1.3897 ,
7/31/95,USD/AUD,Nominal, 1.3741 ,
8/31/95,USD/AUD,Nominal, 1.3489 ,
9/30/95,USD/AUD,Nominal, 1.3268 ,
10/31/95,USD/AUD,Nominal, 1.3211 ,
11/30/95,USD/AUD,Nominal, 1.3418 ,
12/31/95,USD/AUD,Nominal, 1.3504 ,
1/31/96,USD/AUD,Nominal, 1.3483 ,
2/29/96,USD/AUD,Nominal, 1.3235 ,
3/31/96,USD/AUD,Nominal, 1.2965 ,
4/30/96,USD/AUD,Nominal, 1.2728 ,
5/31/96,USD/AUD,Nominal, 1.2547 ,
6/30/96,USD/AUD,Nominal, 1.2639 ,
7/31/96,USD/AUD,Nominal, 1.2663 ,
8/31/96,USD/AUD,Nominal, 1.2772 ,
9/30/96,USD/AUD,Nominal, 1.2614 ,
10/31/96,USD/AUD,Nominal, 1.2630 ,
11/30/96,USD/AUD,Nominal, 1.2552 ,
12/31/96,USD/AUD,Nominal, 1.2554 ,
1/31/97,USD/AUD,Nominal, 1.2862 ,
2/28/97,USD/AUD,Nominal, 1.3027 ,
3/31/97,USD/AUD,Nominal, 1.2699 ,
4/30/97,USD/AUD,Nominal, 1.2843 ,
5/31/97,USD/AUD,Nominal, 1.2903 ,
6/30/97,USD/AUD,Nominal, 1.3259 ,
7/31/97,USD/AUD,Nominal, 1.3478 ,
8/31/97,USD/AUD,Nominal, 1.3507 ,
9/30/97,USD/AUD,Nominal, 1.3830 ,
10/31/97,USD/AUD,Nominal, 1.3900 ,
11/30/97,USD/AUD,Nominal, 1.4385 ,
12/31/97,USD/AUD,Nominal, 1.5111 ,
1/31/98,USD/AUD,Nominal, 1.5238 ,
2/28/98,USD/AUD,Nominal, 1.4830 ,
3/31/98,USD/AUD,Nominal, 1.4935 ,
4/30/98,USD/AUD,Nominal, 1.5331 ,
5/31/98,USD/AUD,Nominal, 1.5845 ,
6/30/98,USD/AUD,Nominal, 1.6546 ,
7/31/98,USD/AUD,Nominal, 1.6182 ,
8/31/98,USD/AUD,Nominal, 1.6993 ,
9/30/98,USD/AUD,Nominal, 1.6984 ,
10/31/98,USD/AUD,Nominal, 1.6193 ,
11/30/98,USD/AUD,Nominal, 1.5751 ,
12/31/98,USD/AUD,Nominal, 1.6177 ,
1/31/99,USD/AUD,Nominal, 1.5813 ,
2/28/99,USD/AUD,Nominal, 1.5619 ,
3/31/99,USD/AUD,Nominal, 1.5854 ,
4/30/99,USD/AUD,Nominal, 1.5554 ,
5/31/99,USD/AUD,Nominal, 1.5094 ,
6/30/99,USD/AUD,Nominal, 1.5236 ,
7/31/99,USD/AUD,Nominal, 1.5241 ,
8/31/99,USD/AUD,Nominal, 1.5515 ,
9/30/99,USD/AUD,Nominal, 1.5394 ,
10/31/99,USD/AUD,Nominal, 1.5359 ,
11/30/99,USD/AUD,Nominal, 1.5654 ,
12/31/99,USD/AUD,Nominal, 1.5608 ,
1/31/00,USD/AUD,Nominal, 1.5236 ,
2/29/00,USD/AUD,Nominal, 1.5927 ,
3/31/00,USD/AUD,Nominal, 1.6431 ,
4/30/00,USD/AUD,Nominal, 1.6785 ,
5/31/00,USD/AUD,Nominal, 1.7297 ,
6/30/00,USD/AUD,Nominal, 1.6846 ,
7/31/00,USD/AUD,Nominal, 1.6999 ,
8/31/00,USD/AUD,Nominal, 1.7226 ,
9/30/00,USD/AUD,Nominal, 1.8084 ,
10/31/00,USD/AUD,Nominal, 1.8928 ,
11/30/00,USD/AUD,Nominal, 1.9142 ,
12/31/00,USD/AUD,Nominal, 1.8266 ,
1/31/01,USD/AUD,Nominal, 1.8001 ,
2/28/01,USD/AUD,Nominal, 1.8713 ,
3/31/01,USD/AUD,Nominal, 1.9846 ,
4/30/01,USD/AUD,Nominal, 1.9947 ,
5/31/01,USD/AUD,Nominal, 1.9210 ,
6/30/01,USD/AUD,Nominal, 1.9304 ,
7/31/01,USD/AUD,Nominal, 1.9594 ,
8/31/01,USD/AUD,Nominal, 1.9070 ,
9/30/01,USD/AUD,Nominal, 1.9742 ,
10/31/01,USD/AUD,Nominal, 1.9824 ,
11/30/01,USD/AUD,Nominal, 1.9341 ,
12/31/01,USD/AUD,Nominal, 1.9447 ,
1/31/02,USD/AUD,Nominal, 1.9329 ,
2/28/02,USD/AUD,Nominal, 1.9492 ,
3/31/02,USD/AUD,Nominal, 1.9055 ,
4/30/02,USD/AUD,Nominal, 1.8673 ,
5/31/02,USD/AUD,Nominal, 1.8217 ,
6/30/02,USD/AUD,Nominal, 1.7593 ,
7/31/02,USD/AUD,Nominal, 1.8030 ,
8/31/02,USD/AUD,Nominal, 1.8478 ,
9/30/02,USD/AUD,Nominal, 1.8275 ,
10/31/02,USD/AUD,Nominal, 1.8187 ,
11/30/02,USD/AUD,Nominal, 1.7812 ,
12/31/02,USD/AUD,Nominal, 1.7774 ,
1/31/03,USD/AUD,Nominal, 1.7181 ,
2/28/03,USD/AUD,Nominal, 1.6825 ,
3/31/03,USD/AUD,Nominal, 1.6604 ,
4/30/03,USD/AUD,Nominal, 1.6435 ,
5/31/03,USD/AUD,Nominal, 1.5494 ,
6/30/03,USD/AUD,Nominal, 1.5040 ,
7/31/03,USD/AUD,Nominal, 1.5091 ,
8/31/03,USD/AUD,Nominal, 1.5345 ,
9/30/03,USD/AUD,Nominal, 1.5153 ,
10/31/03,USD/AUD,Nominal, 1.4433 ,
11/30/03,USD/AUD,Nominal, 1.3973 ,
12/31/03,USD/AUD,Nominal, 1.3571 ,
1/31/04,USD/AUD,Nominal, 1.3026 ,
2/29/04,USD/AUD,Nominal, 1.2883 ,
3/31/04,USD/AUD,Nominal, 1.3347 ,
4/30/04,USD/AUD,Nominal, 1.3362 ,
5/31/04,USD/AUD,Nominal, 1.4152 ,
6/30/04,USD/AUD,Nominal, 1.4394 ,
7/31/04,USD/AUD,Nominal, 1.3990 ,
8/31/04,USD/AUD,Nominal, 1.4081 ,
9/30/04,USD/AUD,Nominal, 1.4221 ,
10/31/04,USD/AUD,Nominal, 1.3660 ,
11/30/04,USD/AUD,Nominal, 1.2985 ,
12/31/04,USD/AUD,Nominal, 1.3055 ,
1/31/05,USD/AUD,Nominal, 1.3058 ,
2/28/05,USD/AUD,Nominal, 1.2809 ,
3/31/05,USD/AUD,Nominal, 1.2730 ,
4/30/05,USD/AUD,Nominal, 1.2933 ,
5/31/05,USD/AUD,Nominal, 1.3045 ,
6/30/05,USD/AUD,Nominal, 1.3051 ,
7/31/05,USD/AUD,Nominal, 1.3271 ,
8/31/05,USD/AUD,Nominal, 1.3119 ,
9/30/05,USD/AUD,Nominal, 1.3074 ,
10/31/05,USD/AUD,Nominal, 1.3259 ,
11/30/05,USD/AUD,Nominal, 1.3598 ,
12/31/05,USD/AUD,Nominal, 1.3478 ,
1/31/06,USD/AUD,Nominal, 1.3354 ,
2/28/06,USD/AUD,Nominal, 1.3484 ,
3/31/06,USD/AUD,Nominal, 1.3739 ,
4/30/06,USD/AUD,Nominal, 1.3604 ,
5/31/06,USD/AUD,Nominal, 1.3082 ,
6/30/06,USD/AUD,Nominal, 1.3507 ,
7/31/06,USD/AUD,Nominal, 1.3315 ,
8/31/06,USD/AUD,Nominal, 1.3110 ,
9/30/06,USD/AUD,Nominal, 1.3227 ,
10/31/06,USD/AUD,Nominal, 1.3277 ,
11/30/06,USD/AUD,Nominal, 1.2955 ,
12/31/06,USD/AUD,Nominal, 1.2724 ,
1/31/07,USD/AUD,Nominal, 1.2779 ,
2/28/07,USD/AUD,Nominal, 1.2785 ,
3/31/07,USD/AUD,Nominal, 1.2627 ,
4/30/07,USD/AUD,Nominal, 1.2106 ,
5/31/07,USD/AUD,Nominal, 1.2130 ,
6/30/07,USD/AUD,Nominal, 1.1886 ,
7/31/07,USD/AUD,Nominal, 1.1532 ,
8/31/07,USD/AUD,Nominal, 1.2048 ,
9/30/07,USD/AUD,Nominal, 1.1849 ,
10/31/07,USD/AUD,Nominal, 1.1141 ,
11/30/07,USD/AUD,Nominal, 1.1132 ,
12/31/07,USD/AUD,Nominal, 1.1468 ,
1/31/08,USD/AUD,Nominal, 1.1346 ,
2/29/08,USD/AUD,Nominal, 1.1007 ,
3/31/08,USD/AUD,Nominal, 1.0818 ,
4/30/08,USD/AUD,Nominal, 1.0753 ,
5/31/08,USD/AUD,Nominal, 1.0552 ,
6/30/08,USD/AUD,Nominal, 1.0525 ,
7/31/08,USD/AUD,Nominal, 1.0394 ,
8/31/08,USD/AUD,Nominal, 1.1285 ,
9/30/08,USD/AUD,Nominal, 1.2199 ,
10/31/08,USD/AUD,Nominal, 1.4383 ,
11/30/08,USD/AUD,Nominal, 1.5222 ,
12/31/08,USD/AUD,Nominal, 1.4899 ,
1/31/09,USD/AUD,Nominal, 1.4763 ,
2/28/09,USD/AUD,Nominal, 1.5390 ,
3/31/09,USD/AUD,Nominal, 1.5050 ,
4/30/09,USD/AUD,Nominal, 1.3993 ,
5/31/09,USD/AUD,Nominal, 1.3134 ,
6/30/09,USD/AUD,Nominal, 1.2441 ,
7/31/09,USD/AUD,Nominal, 1.2476 ,
8/31/09,USD/AUD,Nominal, 1.1976 ,
9/30/09,USD/AUD,Nominal, 1.1621 ,
10/31/09,USD/AUD,Nominal, 1.1061 ,
11/30/09,USD/AUD,Nominal, 1.0892 ,
12/31/09,USD/AUD,Nominal, 1.1096 ,
1/31/10,USD/AUD,Nominal, 1.0979 ,
2/28/10,USD/AUD,Nominal, 1.1299 ,
3/31/10,USD/AUD,Nominal, 1.0979 ,
4/30/10,USD/AUD,Nominal, 1.0801 ,
5/31/10,USD/AUD,Nominal, 1.1452 ,
6/30/10,USD/AUD,Nominal, 1.1717 ,
7/31/10,USD/AUD,Nominal, 1.1439 ,
8/31/10,USD/AUD,Nominal, 1.1104 ,
9/30/10,USD/AUD,Nominal, 1.0701 ,
10/31/10,USD/AUD,Nominal, 1.0195 ,
11/30/10,USD/AUD,Nominal, 1.0114 ,
12/31/10,USD/AUD,Nominal, 1.0081 ,
1/31/11,USD/AUD,Nominal, 1.0027 ,
2/28/11,USD/AUD,Nominal, 0.9915 ,
3/31/11,USD/AUD,Nominal, 0.9900 ,
4/30/11,USD/AUD,Nominal, 0.9457 ,
5/31/11,USD/AUD,Nominal, 0.9355 ,
6/30/11,USD/AUD,Nominal, 0.9430 ,
7/31/11,USD/AUD,Nominal, 0.9278 ,
8/31/11,USD/AUD,Nominal, 0.9533 ,
9/30/11,USD/AUD,Nominal, 0.9734 ,
10/31/11,USD/AUD,Nominal, 0.9881 ,
11/30/11,USD/AUD,Nominal, 0.9868 ,
12/31/11,USD/AUD,Nominal, 0.9863 ,
1/31/12,USD/AUD,Nominal, 0.9630 ,
2/29/12,USD/AUD,Nominal, 0.9328 ,
3/31/12,USD/AUD,Nominal, 0.9478 ,
4/30/12,USD/AUD,Nominal, 0.9654 ,
5/31/12,USD/AUD,Nominal, 1.0014 ,
6/30/12,USD/AUD,Nominal, 1.0037 ,
7/31/12,USD/AUD,Nominal, 0.9711 ,
8/31/12,USD/AUD,Nominal, 0.9541 ,
9/30/12,USD/AUD,Nominal, 0.9612 ,
10/31/12,USD/AUD,Nominal, 0.9718 ,
11/30/12,USD/AUD,Nominal, 0.9620 ,
12/31/12,USD/AUD,Nominal, 0.9562 ,
1/31/13,USD/AUD,Nominal, 0.9531 ,
2/28/13,USD/AUD,Nominal, 0.9687 ,
3/31/13,USD/AUD,Nominal, 0.9673 ,
4/30/13,USD/AUD,Nominal, 0.9635 ,
5/31/13,USD/AUD,Nominal, 1.0072 ,
6/30/13,USD/AUD,Nominal, 1.0594 ,
7/31/13,USD/AUD,Nominal, 1.0920 ,
8/31/13,USD/AUD,Nominal, 1.1057 ,
9/30/13,USD/AUD,Nominal, 1.0803 ,
10/31/13,USD/AUD,Nominal, 1.0508 ,
11/30/13,USD/AUD,Nominal, 1.0725 ,
12/31/13,USD/AUD,Nominal, 1.1131 ,
1/31/14,USD/AUD,Nominal, 1.1289 ,
2/28/14,USD/AUD,Nominal, 1.1167 ,
3/31/14,USD/AUD,Nominal, 1.1024 ,
4/30/14,USD/AUD,Nominal, 1.0736 ,
5/31/14,USD/AUD,Nominal, 1.0702 ,
6/30/14,USD/AUD,Nominal, 1.0679 ,
7/31/14,USD/AUD,Nominal, 1.0647 ,
8/31/14,USD/AUD,Nominal, 1.0742 ,
9/30/14,USD/AUD,Nominal, 1.1039 ,
10/31/14,USD/AUD,Nominal, 1.1410 ,
11/30/14,USD/AUD,Nominal, 1.1547 ,
12/31/14,USD/AUD,Nominal, 1.2133 ,
1/31/15,USD/AUD,Nominal, 1.2380 ,
2/28/15,USD/AUD,Nominal, 1.2827 ,
3/31/15,USD/AUD,Nominal, 1.2934 ,
4/30/15,USD/AUD,Nominal, 1.2941 ,
5/31/15,USD/AUD,Nominal, 1.2683 ,
6/30/15,USD/AUD,Nominal, 1.2972 ,
7/31/15,USD/AUD,Nominal, 1.3478 ,
8/31/15,USD/AUD,Nominal, 1.3683 ,
9/30/15,USD/AUD,Nominal, 1.4161 ,
10/31/15,USD/AUD,Nominal, 1.3881 ,
11/30/15,USD/AUD,Nominal, 1.3999 ,
12/31/15,USD/AUD,Nominal, 1.3801 ,
1/31/16,USD/AUD,Nominal, 1.4227 ,
2/29/16,USD/AUD,Nominal, 1.4035 ,
3/31/16,USD/AUD,Nominal, 1.3347 ,
4/30/16,USD/AUD,Nominal, 1.3049 ,
5/31/16,USD/AUD,Nominal, 1.3659 ,
6/30/16,USD/AUD,Nominal, 1.3529 ,
7/31/16,USD/AUD,Nominal, 1.3284 ,
8/31/16,USD/AUD,Nominal, 1.3111 ,
9/30/16,USD/AUD,Nominal, 1.3208 ,
10/31/16,USD/AUD,Nominal, 1.3130 ,
11/30/16,USD/AUD,Nominal, 1.3301 ,
12/31/16,USD/AUD,Nominal, 1.3632 ,
1/31/17,USD/AUD,Nominal, 1.3421 ,
2/28/17,USD/AUD,Nominal, 1.3041 ,
3/31/17,USD/AUD,Nominal, 1.3123 ,
4/30/17,USD/AUD,Nominal, 1.3273 ,
5/31/17,USD/AUD,Nominal, 1.3455 ,
6/30/17,USD/AUD,Nominal, 1.3237 ,
7/31/17,USD/AUD,Nominal, 1.2825 ,
8/31/17,USD/AUD,Nominal, 1.2633 ,
9/30/17,USD/AUD,Nominal, 1.2537 ,
10/31/17,USD/AUD,Nominal, 1.2845 ,
11/30/17,USD/AUD,Nominal, 1.3121 ,
12/31/17,USD/AUD,Nominal, 1.3060 ,
1/31/18,USD/AUD,Nominal, 1.2574 ,
2/28/18,USD/AUD,Nominal, 1.2708 ,
3/31/18,USD/AUD,Nominal, 1.2891 ,
4/30/18,USD/AUD,Nominal, 1.3019 ,
5/31/18,USD/AUD,Nominal, 1.3280 ,
6/30/18,USD/AUD,Nominal, 1.3342 ,
1/31/99,USD/EUR,Nominal, 0.8626 ,
2/28/99,USD/EUR,Nominal, 0.8925 ,
3/31/99,USD/EUR,Nominal, 0.9188 ,
4/30/99,USD/EUR,Nominal, 0.9350 ,
5/31/99,USD/EUR,Nominal, 0.9415 ,
6/30/99,USD/EUR,Nominal, 0.9637 ,
7/31/99,USD/EUR,Nominal, 0.9648 ,
8/31/99,USD/EUR,Nominal, 0.9431 ,
9/30/99,USD/EUR,Nominal, 0.9526 ,
10/31/99,USD/EUR,Nominal, 0.9341 ,
11/30/99,USD/EUR,Nominal, 0.9685 ,
12/31/99,USD/EUR,Nominal, 0.9890 ,
1/31/00,USD/EUR,Nominal, 0.9876 ,
2/29/00,USD/EUR,Nominal, 1.0174 ,
3/31/00,USD/EUR,Nominal, 1.0365 ,
4/30/00,USD/EUR,Nominal, 1.0568 ,
5/31/00,USD/EUR,Nominal, 1.1016 ,
6/30/00,USD/EUR,Nominal, 1.0537 ,
7/31/00,USD/EUR,Nominal, 1.0640 ,
8/31/00,USD/EUR,Nominal, 1.1044 ,
9/30/00,USD/EUR,Nominal, 1.1482 ,
10/31/00,USD/EUR,Nominal, 1.1691 ,
11/30/00,USD/EUR,Nominal, 1.1690 ,
12/31/00,USD/EUR,Nominal, 1.1121 ,
1/31/01,USD/EUR,Nominal, 1.0656 ,
2/28/01,USD/EUR,Nominal, 1.0860 ,
3/31/01,USD/EUR,Nominal, 1.1000 ,
4/30/01,USD/EUR,Nominal, 1.1211 ,
5/31/01,USD/EUR,Nominal, 1.1412 ,
6/30/01,USD/EUR,Nominal, 1.1716 ,
7/31/01,USD/EUR,Nominal, 1.1636 ,
8/31/01,USD/EUR,Nominal, 1.1106 ,
9/30/01,USD/EUR,Nominal, 1.0967 ,
10/31/01,USD/EUR,Nominal, 1.1036 ,
11/30/01,USD/EUR,Nominal, 1.1270 ,
12/31/01,USD/EUR,Nominal, 1.1206 ,
1/31/02,USD/EUR,Nominal, 1.1304 ,
2/28/02,USD/EUR,Nominal, 1.1495 ,
3/31/02,USD/EUR,Nominal, 1.1414 ,
4/30/02,USD/EUR,Nominal, 1.1298 ,
5/31/02,USD/EUR,Nominal, 1.0918 ,
6/30/02,USD/EUR,Nominal, 1.0476 ,
7/31/02,USD/EUR,Nominal, 1.0060 ,
8/31/02,USD/EUR,Nominal, 1.0228 ,
9/30/02,USD/EUR,Nominal, 1.0202 ,
10/31/02,USD/EUR,Nominal, 1.0186 ,
11/30/02,USD/EUR,Nominal, 0.9977 ,
12/31/02,USD/EUR,Nominal, 0.9839 ,
1/31/03,USD/EUR,Nominal, 0.9432 ,
2/28/03,USD/EUR,Nominal, 0.9274 ,
3/31/03,USD/EUR,Nominal, 0.9266 ,
4/30/03,USD/EUR,Nominal, 0.9224 ,
5/31/03,USD/EUR,Nominal, 0.8669 ,
6/30/03,USD/EUR,Nominal, 0.8554 ,
7/31/03,USD/EUR,Nominal, 0.8781 ,
8/31/03,USD/EUR,Nominal, 0.8968 ,
9/30/03,USD/EUR,Nominal, 0.8923 ,
10/31/03,USD/EUR,Nominal, 0.8537 ,
11/30/03,USD/EUR,Nominal, 0.8544 ,
12/31/03,USD/EUR,Nominal, 0.8153 ,
1/31/04,USD/EUR,Nominal, 0.7931 ,
2/29/04,USD/EUR,Nominal, 0.7928 ,
3/31/04,USD/EUR,Nominal, 0.8149 ,
4/30/04,USD/EUR,Nominal, 0.8309 ,
5/31/04,USD/EUR,Nominal, 0.8332 ,
6/30/04,USD/EUR,Nominal, 0.8231 ,
7/31/04,USD/EUR,Nominal, 0.8152 ,
8/31/04,USD/EUR,Nominal, 0.8210 ,
9/30/04,USD/EUR,Nominal, 0.8159 ,
10/31/04,USD/EUR,Nominal, 0.8008 ,
11/30/04,USD/EUR,Nominal, 0.7703 ,
12/31/04,USD/EUR,Nominal, 0.7451 ,
1/31/05,USD/EUR,Nominal, 0.7532 ,
2/28/05,USD/EUR,Nominal, 0.7695 ,
3/31/05,USD/EUR,Nominal, 0.7576 ,
4/30/05,USD/EUR,Nominal, 0.7726 ,
5/31/05,USD/EUR,Nominal, 0.7873 ,
6/30/05,USD/EUR,Nominal, 0.8217 ,
7/31/05,USD/EUR,Nominal, 0.8316 ,
8/31/05,USD/EUR,Nominal, 0.8132 ,
9/30/05,USD/EUR,Nominal, 0.8154 ,
10/31/05,USD/EUR,Nominal, 0.8309 ,
11/30/05,USD/EUR,Nominal, 0.8481 ,
12/31/05,USD/EUR,Nominal, 0.8432 ,
1/31/06,USD/EUR,Nominal, 0.8260 ,
2/28/06,USD/EUR,Nominal, 0.8371 ,
3/31/06,USD/EUR,Nominal, 0.8321 ,
4/30/06,USD/EUR,Nominal, 0.8161 ,
5/31/06,USD/EUR,Nominal, 0.7832 ,
6/30/06,USD/EUR,Nominal, 0.7894 ,
7/31/06,USD/EUR,Nominal, 0.7876 ,
8/31/06,USD/EUR,Nominal, 0.7811 ,
9/30/06,USD/EUR,Nominal, 0.7851 ,
10/31/06,USD/EUR,Nominal, 0.7924 ,
11/30/06,USD/EUR,Nominal, 0.7768 ,
12/31/06,USD/EUR,Nominal, 0.7571 ,
1/31/07,USD/EUR,Nominal, 0.7697 ,
2/28/07,USD/EUR,Nominal, 0.7651 ,
3/31/07,USD/EUR,Nominal, 0.7554 ,
4/30/07,USD/EUR,Nominal, 0.7408 ,
5/31/07,USD/EUR,Nominal, 0.7400 ,
6/30/07,USD/EUR,Nominal, 0.7454 ,
7/31/07,USD/EUR,Nominal, 0.7290 ,
8/31/07,USD/EUR,Nominal, 0.7342 ,
9/30/07,USD/EUR,Nominal, 0.7201 ,
10/31/07,USD/EUR,Nominal, 0.7031 ,
11/30/07,USD/EUR,Nominal, 0.6819 ,
12/31/07,USD/EUR,Nominal, 0.6868 ,
1/31/08,USD/EUR,Nominal, 0.6802 ,
2/29/08,USD/EUR,Nominal, 0.6796 ,
3/31/08,USD/EUR,Nominal, 0.6461 ,
4/30/08,USD/EUR,Nominal, 0.6342 ,
5/31/08,USD/EUR,Nominal, 0.6434 ,
6/30/08,USD/EUR,Nominal, 0.6432 ,
7/31/08,USD/EUR,Nominal, 0.6350 ,
8/31/08,USD/EUR,Nominal, 0.6662 ,
9/30/08,USD/EUR,Nominal, 0.6958 ,
10/31/08,USD/EUR,Nominal, 0.7469 ,
11/30/08,USD/EUR,Nominal, 0.7853 ,
12/31/08,USD/EUR,Nominal, 0.7417 ,
1/31/09,USD/EUR,Nominal, 0.7500 ,
2/28/09,USD/EUR,Nominal, 0.7809 ,
3/31/09,USD/EUR,Nominal, 0.7662 ,
4/30/09,USD/EUR,Nominal, 0.7580 ,
5/31/09,USD/EUR,Nominal, 0.7336 ,
6/30/09,USD/EUR,Nominal, 0.7125 ,
7/31/09,USD/EUR,Nominal, 0.7106 ,
8/31/09,USD/EUR,Nominal, 0.7014 ,
9/30/09,USD/EUR,Nominal, 0.6871 ,
10/31/09,USD/EUR,Nominal, 0.6754 ,
11/30/09,USD/EUR,Nominal, 0.6714 ,
12/31/09,USD/EUR,Nominal, 0.6858 ,
1/31/10,USD/EUR,Nominal, 0.7005 ,
2/28/10,USD/EUR,Nominal, 0.7320 ,
3/31/10,USD/EUR,Nominal, 0.7367 ,
4/30/10,USD/EUR,Nominal, 0.7440 ,
5/31/10,USD/EUR,Nominal, 0.7927 ,
6/30/10,USD/EUR,Nominal, 0.8187 ,
7/31/10,USD/EUR,Nominal, 0.7832 ,
8/31/10,USD/EUR,Nominal, 0.7749 ,
9/30/10,USD/EUR,Nominal, 0.7671 ,
10/31/10,USD/EUR,Nominal, 0.7199 ,
11/30/10,USD/EUR,Nominal, 0.7316 ,
12/31/10,USD/EUR,Nominal, 0.7568 ,
1/31/11,USD/EUR,Nominal, 0.7490 ,
2/28/11,USD/EUR,Nominal, 0.7328 ,
3/31/11,USD/EUR,Nominal, 0.7128 ,
4/30/11,USD/EUR,Nominal, 0.6924 ,
5/31/11,USD/EUR,Nominal, 0.6977 ,
6/30/11,USD/EUR,Nominal, 0.6952 ,
7/31/11,USD/EUR,Nominal, 0.6989 ,
8/31/11,USD/EUR,Nominal, 0.6980 ,
9/30/11,USD/EUR,Nominal, 0.7250 ,
10/31/11,USD/EUR,Nominal, 0.7292 ,
11/30/11,USD/EUR,Nominal, 0.7366 ,
12/31/11,USD/EUR,Nominal, 0.7591 ,
1/31/12,USD/EUR,Nominal, 0.7757 ,
2/29/12,USD/EUR,Nominal, 0.7562 ,
3/31/12,USD/EUR,Nominal, 0.7569 ,
4/30/12,USD/EUR,Nominal, 0.7592 ,
5/31/12,USD/EUR,Nominal, 0.7798 ,
6/30/12,USD/EUR,Nominal, 0.7976 ,
7/31/12,USD/EUR,Nominal, 0.8128 ,
8/31/12,USD/EUR,Nominal, 0.8071 ,
9/30/12,USD/EUR,Nominal, 0.7776 ,
10/31/12,USD/EUR,Nominal, 0.7708 ,
11/30/12,USD/EUR,Nominal, 0.7796 ,
12/31/12,USD/EUR,Nominal, 0.7630 ,
1/31/13,USD/EUR,Nominal, 0.7528 ,
2/28/13,USD/EUR,Nominal, 0.7475 ,
3/31/13,USD/EUR,Nominal, 0.7714 ,
4/30/13,USD/EUR,Nominal, 0.7681 ,
5/31/13,USD/EUR,Nominal, 0.7702 ,
6/30/13,USD/EUR,Nominal, 0.7588 ,
7/31/13,USD/EUR,Nominal, 0.7649 ,
